_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category,Action Labels,Report Labels,Insert Datetime
684997d89b5e602eb00730a3,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Fáilte Ireland is actively involved in implementing the Taste the Atlantic programme to promote seafood producers along the Wild Atlantic Way.,Bord Bia The Irish Food Board,Fáilte Ireland,"Branding, Marketing And Distribution",Producers,"Branding, Marketing and Distribution 001",Semi-State Agency 005,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730a4,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Tourism Ireland is actively involved in promoting Ireland’s world-class food as part of the holiday experience.,Bord Bia The Irish Food Board,Tourism Ireland,"Branding, Marketing And Distribution",Producers,"Branding, Marketing and Distribution 001",Semi-state agency 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730a5,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Tourism Ireland is actively involved in promoting Ireland’s world-class food as part of the holiday experience.,Bord Bia The Irish Food Board,Tourism Ireland,"Branding, Marketing And Distribution",Producers,"Branding, Marketing and Distribution 001",Semi-state agency 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730a6,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Actively involved in promoting Ireland's outdoor adventure experiences and culinary offerings through a documentary series.,Bord Bia The Irish Food Board,Huckberry,"Branding, Marketing And Distribution",Semi-State Agency,"Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 004",2025-06-11T15:51:04.974Z
684997d89b5e602eb00730a7,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Actively involved in promoting Ireland's outdoor adventure experiences and culinary offerings through a documentary series.,Bord Bia The Irish Food Board,Huckberry,"Branding, Marketing And Distribution",Semi-State Agency,"Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 004",2025-06-11T15:51:04.974Z
684997d89b5e602eb00730a8,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Implements the programme.,Fáilte Ireland,Bord Iascaigh Mhara,"Branding, Marketing And Distribution",Semi-State Agency,Semi-State Agency 005,Semi-State Agency 002,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730a9,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Implements the programme.,Fáilte Ireland,Bord Iascaigh Mhara,"Branding, Marketing And Distribution",Semi-State Agency,Semi-State Agency 005,Semi-State Agency 002,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730aa,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Fáilte Ireland is actively involved in implementing the Taste the Atlantic programme to promote seafood producers along the Wild Atlantic Way.,Fáilte Ireland,Fáilte Ireland,"Branding, Marketing And Distribution",Semi-State Agency,Semi-State Agency 005,Semi-State Agency 005,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730ab,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Fáilte Ireland is actively involved in implementing the Taste the Atlantic programme to promote seafood producers along the Wild Atlantic Way.,Fáilte Ireland,Fáilte Ireland,Semi-State Agency,Semi-State Agency,Semi-State Agency 005,Semi-State Agency 005,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730ac,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Tourism Ireland is actively involved in promoting Ireland’s world-class food as part of the holiday experience.,Fáilte Ireland,Tourism Ireland,Semi-State Agency,"Branding, Marketing And Distribution",Semi-State Agency 005,Semi-state agency 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730ad,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Tourism Ireland is actively involved in promoting Ireland’s world-class food as part of the holiday experience.,Fáilte Ireland,Tourism Ireland,Semi-State Agency,"Branding, Marketing And Distribution",Semi-State Agency 005,Semi-state agency 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730ae,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Actively involved in promoting Ireland's outdoor adventure experiences and culinary offerings through a documentary series.,Fáilte Ireland,Huckberry,Semi-State Agency,Semi-State Agency,Semi-State Agency 005,"Branding, Marketing and Distribution 004",2025-06-11T15:51:04.974Z
684997d89b5e602eb00730af,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Actively involved in promoting Ireland's outdoor adventure experiences and culinary offerings through a documentary series.,Fáilte Ireland,Huckberry,Semi-State Agency,Semi-State Agency,Semi-State Agency 005,"Branding, Marketing and Distribution 004",2025-06-11T15:51:04.974Z
684997d89b5e602eb00730b0,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Seafood producers are actively involved in the Taste the Atlantic programme by showcasing their products along the Wild Atlantic Way.,Fáilte Ireland,Seafood Producers,Semi-State Agency,Semi-State Agency,Semi-State Agency 005,Producers 025,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730b1,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Seafood producers are actively involved in the Taste the Atlantic programme by showcasing their products along the Wild Atlantic Way.,Fáilte Ireland,Seafood Producers,Semi-State Agency,Semi-State Agency,Semi-State Agency 005,Producers 025,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730b2,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Actively involved in showcasing and promoting local seafood and culinary experiences.,Fáilte Ireland,Local Chefs,Semi-State Agency,Semi-State Agency,Semi-State Agency 005,Sales and Retail 007,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730b3,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Actively involved in showcasing and promoting local seafood and culinary experiences.,Fáilte Ireland,Local Chefs,Semi-State Agency,Semi-State Agency,Semi-State Agency 005,Sales and Retail 007,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730b4,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Food producers are actively involved in the Taste the Atlantic programme by showcasing their seafood products along the Wild Atlantic Way.,Fáilte Ireland,Food Producers,Semi-State Agency,"Branding, Marketing And Distribution",Semi-State Agency 005,Producers 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730b5,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Food producers are actively involved in the Taste the Atlantic programme by showcasing their seafood products along the Wild Atlantic Way.,Fáilte Ireland,Food Producers,Semi-State Agency,"Branding, Marketing And Distribution",Semi-State Agency 005,Producers 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730b6,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Young chefs are actively involved in the programme by showcasing local food and culinary experiences.,Fáilte Ireland,Young Chefs,Semi-State Agency,Producers,Semi-State Agency 005,Sales and Retail 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730b7,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Young chefs are actively involved in the programme by showcasing local food and culinary experiences.,Fáilte Ireland,Young Chefs,Semi-State Agency,Producers,Semi-State Agency 005,Sales and Retail 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730b8,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Baristas are passively involved in the programme by being featured alongside local food producers in promotional content.,Fáilte Ireland,Baristas,Semi-State Agency,Sales And Retail,Semi-State Agency 005,Sales and Retail 001,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730b9,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Baristas are passively involved in the programme by being featured alongside local food producers in promotional content.,Fáilte Ireland,Baristas,Semi-State Agency,Sales And Retail,Semi-State Agency 005,Sales and Retail 001,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730ba,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Chocolatiers are actively involved in showcasing Ireland's culinary offerings as part of the tourism promotion programme.,Fáilte Ireland,Chocolatiers,Semi-State Agency,Producers,Semi-State Agency 005,"Branding, Marketing and Distribution 002",2025-06-11T15:51:04.974Z
684997d89b5e602eb00730bb,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Chocolatiers are actively involved in showcasing Ireland's culinary offerings as part of the tourism promotion programme.,Fáilte Ireland,Chocolatiers,Semi-State Agency,Producers,Semi-State Agency 005,"Branding, Marketing and Distribution 002",2025-06-11T15:51:04.974Z
684997d89b5e602eb00730bc,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,No relevant context found.,Fáilte Ireland,Food Trucks,Semi-State Agency,Sales And Retail,Semi-State Agency 005,No Map 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730bd,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,No relevant context found.,Fáilte Ireland,Food Trucks,Semi-State Agency,Sales And Retail,Semi-State Agency 005,No Map 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730be,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Gastropubs are featured as part of the culinary experiences highlighted in the programme.,Fáilte Ireland,Gastro Pubs,Semi-State Agency,Sales And Retail,Semi-State Agency 005,Sales and Retail 006,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730bf,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Gastropubs are featured as part of the culinary experiences highlighted in the programme.,Fáilte Ireland,Gastro Pubs,Semi-State Agency,Sales And Retail,Semi-State Agency 005,Sales and Retail 006,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730c0,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,No relevant context found.,Fáilte Ireland,Restaurants,Semi-State Agency,"Branding, Marketing And Distribution",Semi-State Agency 005,Sales and Retail 009,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730c1,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,No relevant context found.,Fáilte Ireland,Restaurants,Semi-State Agency,"Branding, Marketing And Distribution",Semi-State Agency 005,Sales and Retail 009,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730c2,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Fáilte Ireland is actively involved in implementing the Taste the Atlantic programme to promote seafood producers along the Wild Atlantic Way.,Seafood Producers,Fáilte Ireland,Semi-State Agency,Sales And Retail,Producers 025,Semi-State Agency 005,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730c3,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Fáilte Ireland is actively involved in implementing the Taste the Atlantic programme to promote seafood producers along the Wild Atlantic Way.,Seafood Producers,Fáilte Ireland,Producers,Sales And Retail,Producers 025,Semi-State Agency 005,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730c4,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Tourism Ireland is actively involved in promoting Ireland’s world-class food as part of the holiday experience.,Seafood Producers,Tourism Ireland,Producers,Sales And Retail,Producers 025,Semi-state agency 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730c5,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Tourism Ireland is actively involved in promoting Ireland’s world-class food as part of the holiday experience.,Seafood Producers,Tourism Ireland,Producers,Sales And Retail,Producers 025,Semi-state agency 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730c6,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Taste the Atlantic,Seafood producers are actively involved in promoting their products along the Wild Atlantic Way as part of the Taste the Atlantic programme.,Seafood Producers,Seafood Producers,Producers,Semi-State Agency,Producers 025,Producers 025,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730c7,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 4,Develop Market Opportunities at Home and Abroad,MISSION 3 GOAL 4 ACTION 14,"Continue to develop linkages between  local food and tourism offerings,   including support for business  development and marketing initiatives  to support and promote food and  drink visitor attractions including the  distillery, brewery and tourism sector.",Tourism Ireland – promoting Ireland’s world-class food as part of the holiday experience on the island of Ireland,Seafood producers are actively involved in promoting their products along the Wild Atlantic Way as part of the Taste the Atlantic programme.,Seafood Producers,Seafood Producers,Producers,Semi-State Agency,Producers 025,Producers 025,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730c8,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in promoting climate-smart agriculture and food systems innovation through initiatives and funding commitments.,Farmers,Agricultural Innovation Mission For Climate,Producers,Semi-State Agency,Producers 008,Research and Regulatory 006,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730c9,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in promoting climate-smart agriculture and food systems innovation through initiatives and funding commitments.,Farmers,Agricultural Innovation Mission For Climate,Producers,Semi-State Agency,Producers 008,Research and Regulatory 006,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730ca,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in promoting climate-smart agriculture and food systems innovation through initiatives and funding commitments.,Farmers,Agricultural Innovation Mission For Climate,Producers,Semi-State Agency,Producers 008,Research and Regulatory 006,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730cb,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Farmers,United States Agency For International Development,Producers,Semi-State Agency,Producers 008,International organisation 023,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730cc,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Farmers,United States Agency For International Development,Producers,Producers,Producers 008,International organisation 023,2025-06-11T15:51:04.974Z
684997d89b5e602eb00730cd,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Farmers,United States Agency For International Development,Producers,Producers,Producers 008,International organisation 023,2025-06-11T15:51:04.974Z
