_id,Speaker,Topic Thoughts,Sentiment,Organization,Designation,Category,Labels,Insert Datetime
6849ec1728a615fc0c4cf8af,Deputy Brendan Ryan,The speaker emphasizes the importance of consulting community groups and stakeholders to ensure the success of the current scheme.,Support,Labour Party,Deputy (TD),Political Party 006,"Political Party 006, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8b0,Deputy Brendan Ryan,The speaker emphasizes the importance of consulting community groups and stakeholders before making changes to the current scheme.,Support,Labour Party,Deputy (TD),Political Party 006,"Political Party 006, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8b1,Deputy Finian McGrath,The speaker strongly supports community employment schemes and their positive impact on vulnerable individuals.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8b2,Deputy Finian McGrath,The speaker strongly supports community employment schemes and emphasizes their positive impact on vulnerable individuals.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8b3,Deputy Derek Keating,The speaker values community employment schemes for their positive impact on individuals and the community.,Support,Fine Gael,Former Deputy,Political Party 003,"Political Party 003, Former Deputy",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8b4,Deputy Derek Keating,The speaker values community employment schemes for their positive impact on individuals who may not find mainstream employment.,Support,Fine Gael,Former Deputy,Political Party 003,"Political Party 003, Former Deputy",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8b5,Deputy Timmy Dooley,The speaker emphasizes the need for more support from banks and government to enhance rural development for farmers.,Support,Fianna Fáil,Deputy (TD),Political Party 002,"Political Party 002, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8b6,Deputy Timmy Dooley,The speaker emphasizes the need for more support from banks and the importance of agriculture to the rural economy.,Support,Fianna Fáil,Deputy (TD),Political Party 002,"Political Party 002, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8b7,Deputy Tom Fleming,"The speaker emphasizes the need for changes in taxation, hedging, and access to credit to support farmers amidst price volatility.",Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8b8,Deputy Tom Fleming,"The speaker emphasizes the need for changes in taxation, hedging, and access to credit to support farmers in coping with price volatility and ensuring economic viability.",Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8b9,Deputy Denis Naughten,The speaker supports rural development through investment in the dairy sector to benefit rural communities and farm families.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8ba,Deputy Denis Naughten,The speaker supports investment in the dairy sector as it has significant potential to benefit rural development.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8bb,Deputy Tom Hayes,The speaker believes there are huge opportunities for rural development through the expansion of the dairy industry.,Support,Fine Gael,"Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine",Political Party 003,"Political Party 003, Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8bc,Deputy Tom Hayes,The speaker believes there are significant opportunities for rural development through the expansion of the dairy industry.,Support,Fine Gael,"Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine",Political Party 003,"Political Party 003, Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8bd,Deputy Tom Hayes,The speaker believes that the expansion of the dairy industry presents significant opportunities for rural development and job creation.,Support,Fine Gael,"Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine",Political Party 003,"Political Party 003, Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8be,Deputy Tom Hayes,"The speaker supports rural development through the expansion of the dairy industry, which he believes will create significant job opportunities.",Support,Fine Gael,"Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine",Political Party 003,"Political Party 003, Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8bf,The Taoiseach,No position expressed on discharge.,Neutral,Government of Ireland,"Deputy (TD), The Taoiseach (Prime Minister)",Government of Ireland 001,"Government of Ireland 001, Deputy (TD), The Taoiseach (Prime Minister)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8c0,The Taoiseach,The speaker supports initiatives that improve community housing and accommodate more people in need.,Support,Government of Ireland,"Deputy (TD), The Taoiseach (Prime Minister)",Government of Ireland 001,"Government of Ireland 001, Deputy (TD), The Taoiseach (Prime Minister)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8c1,Deputy Noel Harrington,The speaker believes that we live in a very equal and fair society.,Support,Dail Eireann,Former Deputy,Dail Eireann 001,"Dail Eireann 001, Former Deputy",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8c2,Deputy Seán Kenny,The speaker supports measures that enhance community investments and living standards.,Support,Dail Eireann,Former Deputy,Dail Eireann 001,"Dail Eireann 001, Former Deputy",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8c3,Deputy Seán Kenny,The speaker supports measures that enhance community welfare and investments.,Support,Dail Eireann,Former Deputy,Dail Eireann 001,"Dail Eireann 001, Former Deputy",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8c4,Deputy Seán Kenny,The speaker supports measures that benefit local communities and boost the local economy.,Support,Dail Eireann,Former Deputy,Dail Eireann 001,"Dail Eireann 001, Former Deputy",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8c5,Deputy Seán Kenny,The speaker supports measures that enhance community welfare and local economic recovery.,Support,Dail Eireann,Former Deputy,Dail Eireann 001,"Dail Eireann 001, Former Deputy",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8c6,Deputy Thomas Pringle,The speaker strongly supports the recognition of the Traveller community as an ethnic group and emphasizes the need for societal responsibility in addressing their living conditions and rights.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8c7,Deputy Thomas Pringle,The speaker strongly supports the recognition of the Traveller community as an ethnic group and emphasizes the need for societal responsibility in addressing their hardships.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8c8,The Taoiseach,The speaker acknowledges the contributions of people with disabilities to their communities and emphasizes their recognition as citizens of the State.,Support,Government of Ireland,"Deputy (TD), The Taoiseach (Prime Minister)",Government of Ireland 001,"Government of Ireland 001, Deputy (TD), The Taoiseach (Prime Minister)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8c9,Deputy Thomas Pringle,The speaker emphasizes the need for a welfare net to support families in rural areas and enable them to remain in their communities despite the lack of full-time work.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8ca,Deputy Thomas Pringle,The speaker emphasizes the need for full-time job creation and a welfare net to support workers in rural areas.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8cb,Deputy Thomas Pringle,The speaker emphasizes the need for full-time job creation and support for workers in rural areas to prevent them from leaving their communities.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8cc,Deputy Denise Mitchell,"The speaker strongly opposes water charges and advocates for their abolition, reflecting the will of the people.",Oppose,Sinn Féin,"Deputy, Spokesperson on Children and Youth Affairs",Political Party 009,"Political Party 009, Deputy, Spokesperson on Children and Youth Affairs",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8cd,Deputy Aengus Ó Snodaigh,The speaker advocates for the elimination of water charges and proper investment in water and sewage systems by future governments.,Support,Sinn Féin,Deputy (TD),Political Party 009,"Political Party 009, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8ce,Deputy Michael Moynihan,The speaker emphasizes the need for a quality water supply for communities and criticizes excessive charges for inadequate connections.,Oppose,Fianna Fáil,Deputy (TD),Political Party 002,"Political Party 002, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8cf,Deputy Thomas Pringle,"The speaker opposes water charges and supports their abolition, citing strong public opposition and the negative impact of the current system.",Oppose,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8d0,Deputy Michael Harty,"The speaker advocates for the responsible use and conservation of water, supporting metering and charging for excessive use while ensuring access as a human right.",Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8d1,Deputy Michael Harty,"The speaker advocates for responsible water usage, metering, and charging for excessive use while ensuring access as a human right.",Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8d2,Deputy Eamon Ryan,The speaker believes in the right to water as a vital resource that should remain publicly owned and advocates for a basic allowance while charging for excess usage to prevent waste.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8d3,Deputy Eamon Ryan,The speaker believes in the right to water as a vital resource that should remain publicly owned and advocates for a basic allowance while charging for excess usage to prevent waste.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8d4,Deputy Eamon Ryan,The speaker believes in the right to water as a vital resource that should remain publicly owned and advocates for a basic allowance while charging for excess usage to prevent waste.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8d5,Deputy Eamon Ryan,The speaker believes in the right to water as a vital resource that should remain publicly owned and advocates for a basic allowance while charging for excess usage to prevent waste.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8d6,Deputy Eamon Ryan,"The speaker believes in the right to water as a vital resource that should remain in public ownership, with charges for usage above a basic allowance to promote conservation.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8d7,Deputy Eamon Ryan,"The speaker believes in the right to water as a vital resource that should remain in public ownership, with charges for usage above a basic allowance to promote conservation.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8d8,Deputy Eamon Ryan,"The speaker believes in the right to water as a vital resource that should remain in public ownership, with charges for usage above a basic allowance to promote conservation.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8d9,Deputy Eamon Ryan,"The speaker believes in the right to water as a vital resource that should remain in public ownership, with charges for usage above a basic allowance to promote conservation.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8da,Deputy Seamus Healy,"The speaker opposes water charges, viewing them as an austerity tax and advocating for their abolition and public ownership of water.",Oppose,Workers and Unemployed Action Group,Deputy (TD),Political Party 013,"Political Party 013, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8db,Deputy Caoimhghín Ó Caoláin,"The speaker strongly opposes water charges, viewing them as an unjust tax on a basic human right.",Oppose,Sinn Féin,Deputy (TD),Political Party 009,"Political Party 009, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8dc,Deputy Damien English,"The speaker emphasizes the need for sustainable management and funding of water services, linking usage to costs to raise public awareness.",Support,"Department of Business, Employment and Retail","Deputy (TD), Minister of State for Business, Employment and Retail","Department of Business, Employment and Retail 001","Department of Business, Employment and Retail 001, Deputy (TD), Minister of State for Business, Employment and Retail",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8dd,Deputy Damien English,The speaker emphasizes the need for sustainable management and funding of water services through user charges to raise awareness of its economic costs.,Support,"Department of Business, Employment and Retail","Deputy (TD), Minister of State for Business, Employment and Retail","Department of Business, Employment and Retail 001","Department of Business, Employment and Retail 001, Deputy (TD), Minister of State for Business, Employment and Retail",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8de,Deputy Jackie Cahill,The speaker emphasizes the importance of community policing and the need for clarity in the role of community gardaí.,Support,Fianna Fáil,Deputy and Spokesperson on Food and Horticulture,Political Party 002,"Political Party 002, Deputy and Spokesperson on Food and Horticulture",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8df,Deputy Frances Fitzgerald,"The speaker expresses strong support for community initiatives and crime prevention schemes, emphasizing the importance of local involvement and partnership approaches.",Support,Fine Gael,Deputy (TD),Political Party 003,"Political Party 003, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8e0,Deputy Frances Fitzgerald,The speaker supports community initiatives and emphasizes the importance of local involvement in crime prevention.,Support,Fine Gael,Deputy (TD),Political Party 003,"Political Party 003, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8e1,Deputy Frances Fitzgerald,"The speaker acknowledges the improvement in the economic situation, which has allowed for investment in necessary resources.",Support,Fine Gael,Deputy (TD),Political Party 003,"Political Party 003, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8e2,Deputy Frances Fitzgerald,The speaker acknowledges the improvement in the economic situation and its positive impact on resources for policing.,Support,Fine Gael,Deputy (TD),Political Party 003,"Political Party 003, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8e3,Deputy Frances Fitzgerald,The speaker emphasizes the importance of community engagement and the positive relationship between local police and residents.,Support,Fine Gael,Deputy (TD),Political Party 003,"Political Party 003, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8e4,Deputy Frances Fitzgerald,The speaker supports initiatives aimed at improving the quality of life for local communities through effective community policing and engagement.,Support,Fine Gael,Deputy (TD),Political Party 003,"Political Party 003, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8e5,Deputy Jack Chambers,The speaker emphasizes the importance of ensuring community gain through initiatives like additional permanent community gardaí.,Support,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8e6,Deputy Jack Chambers,The speaker emphasizes the importance of ensuring community gain through initiatives like community gardaí in regeneration projects.,Support,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8e7,Deputy Mick Wallace,The speaker opposes the privatization of water services and criticizes the current management by Irish Water as ineffective and detrimental.,Oppose,European Parliament,Member of the European Parliament (MEP),International organisation 007,"International organisation 007, Member of the European Parliament (MEP)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8e8,Deputy Mick Wallace,The speaker opposes the privatization of water services and criticizes the current management by Irish Water.,Oppose,European Parliament,Member of the European Parliament (MEP),International organisation 007,"International organisation 007, Member of the European Parliament (MEP)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8e9,Deputy Clare Daly,The speaker strongly opposes the privatization of water and advocates for its public ownership and management.,Oppose,European Parliament,Member of the European Parliament (MEP),International organisation 007,"International organisation 007, Member of the European Parliament (MEP)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8ea,Deputy Clare Daly,The speaker strongly opposes the privatisation of water and advocates for its public ownership and management.,Oppose,European Parliament,Member of the European Parliament (MEP),International organisation 007,"International organisation 007, Member of the European Parliament (MEP)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8eb,Deputy Barry Cowen,The speaker supports retaining water services and infrastructure in public ownership.,Support,Fianna Fáil,"Deputy (TD), Minister for Agriculture, Food and the Marine",Political Party 002,"Political Party 002, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8ec,Deputy Barry Cowen,The speaker supports the retention of water services and infrastructure in public ownership.,Support,Fianna Fáil,"Deputy (TD), Minister for Agriculture, Food and the Marine",Political Party 002,"Political Party 002, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8ed,Deputy Thomas Byrne,The speaker supports the principle of enshrining Irish Water in public ownership and holding a referendum on the issue.,Support,Fianna Fáil,Deputy (TD),Political Party 002,"Political Party 002, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8ee,Deputy Louise O’Reilly,"Access to water is viewed as a fundamental human right, and there is a strong opposition to the privatization of water services.",Oppose,Sinn Féin,"Deputy and Spokesperson on Enterprise, Trade and Employment",Political Party 009,"Political Party 009, Deputy and Spokesperson on Enterprise, Trade and Employment",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8ef,Deputy Louise O’Reilly,"Access to water is viewed as a fundamental human right, and there is a strong opposition to the privatisation of water services.",Oppose,Sinn Féin,"Deputy and Spokesperson on Enterprise, Trade and Employment",Political Party 009,"Political Party 009, Deputy and Spokesperson on Enterprise, Trade and Employment",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8f0,Deputy Brian Stanley,The speaker strongly supports public ownership of water services to prevent privatization and protect access for all citizens.,Support,Sinn Féin,Deputy (TD),Political Party 009,"Political Party 009, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8f1,Deputy Brian Stanley,The speaker strongly advocates for the public ownership of water services to prevent privatization.,Support,Sinn Féin,Deputy (TD),Political Party 009,"Political Party 009, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8f2,Deputy Bríd Smith,"The speaker strongly opposes the privatization of water services, advocating for public ownership and control.",Oppose,People Before Profit Alliance,"Deputy, Member of the Dail Eireann (the lower house of the Irish Parliament)",Political party 008,"Political party 008, Deputy, Member of the Dail Eireann (the lower house of the Irish Parliament)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8f3,Deputy Michael Fitzmaurice,The speaker advocates for a single authority over water management to improve efficiency and address growing regulatory challenges.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8f4,Deputy Michael Harty,"The speaker strongly supports the constitutional protection of water as a public resource, emphasizing its essential role in society and advocating for conservation measures.",Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8f5,Deputy Mattie McGrath,"The speaker advocates for water to be a fully public entity, emphasizing the need for protection and proper management of water resources.",Support,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8f6,Deputy Mattie McGrath,"The speaker advocates for water to be a fully public entity and opposes privatization, emphasizing the need for protection and proper management of water resources.",Support,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8f7,Deputy Catherine Murphy,"The speaker strongly advocates for public ownership of water and opposes its commodification, emphasizing the need for government accountability and transparency.",Support,Social Democrats,"Deputy (TD), Co Leader",Political Party 010,"Political Party 010, Deputy (TD), Co Leader",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8f8,Deputy Catherine Murphy,"The speaker strongly advocates for public ownership of water and opposes its commodification, emphasizing the need for transparency and accountability in its management.",Support,Social Democrats,"Deputy (TD), Co Leader",Political Party 010,"Political Party 010, Deputy (TD), Co Leader",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8f9,Deputy Seamus Healy,The speaker strongly supports maintaining water in public ownership and opposes its privatization.,Oppose,Workers and Unemployed Action Group,Deputy (TD),Political Party 013,"Political Party 013, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8fa,Deputy Seamus Healy,The speaker strongly supports maintaining water in public ownership and opposes its privatization.,Support,Workers and Unemployed Action Group,Deputy (TD),Political Party 013,"Political Party 013, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8fb,Deputy Eamon Ryan,"The speaker believes water should be publicly owned and viewed as a basic right, not a commercial product.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8fc,Deputy Eamon Ryan,"The speaker believes water should be publicly owned and viewed as a basic right, not a commercial product.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8fd,Deputy Eamon Ryan,"The speaker believes water should be publicly owned and viewed as a basic right, not a commercial product.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8fe,Deputy Eamon Ryan,"The speaker believes water should be publicly owned and viewed as a basic right, not a commercial product.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf8ff,Deputy Thomas P. Broughan,The speaker strongly supports keeping water in public ownership and opposes water taxes and privatization.,Support,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf900,Deputy Thomas P. Broughan,The speaker strongly supports keeping water in public ownership and opposes water charges and privatization.,Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf901,Deputy Thomas P. Broughan,"The speaker strongly supports keeping water in public ownership and management, opposing any form of privatisation.",Support,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf902,Deputy Maureen O’Sullivan,The speaker strongly supports public ownership of water and opposes privatization due to its negative consequences on communities.,Oppose,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf903,Deputy Maureen O’Sullivan,"The speaker strongly supports public ownership of water, arguing against privatization due to its negative impacts on communities.",Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf904,Deputy Maureen O’Sullivan,"The speaker strongly advocates for public ownership of water resources, opposing privatization due to its negative impacts on communities.",Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf905,Deputy Kevin Humphreys,The speaker emphasizes the importance of engaging with community welfare services to address severe problems related to supply.,Support,Labour Party,"Deputy (TD), Minister of State at the Department of Social Protection",Political Party 006,"Political Party 006, Deputy (TD), Minister of State at the Department of Social Protection",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf906,Deputy Kevin Humphreys,The speaker supports community services programs and acknowledges their positive impact on local communities.,Support,Labour Party,"Deputy (TD), Minister of State at the Department of Social Protection",Political Party 006,"Political Party 006, Deputy (TD), Minister of State at the Department of Social Protection",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf907,Deputy Kevin Humphreys,The speaker acknowledges the positive impact of community services programs on local communities and emphasizes collaboration with community groups.,Support,Labour Party,"Deputy (TD), Minister of State at the Department of Social Protection",Political Party 006,"Political Party 006, Deputy (TD), Minister of State at the Department of Social Protection",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf908,Deputy Kevin Humphreys,The speaker supports mechanisms that ensure fair wages and strong roles for individuals in society.,Support,Labour Party,"Deputy (TD), Minister of State at the Department of Social Protection",Political Party 006,"Political Party 006, Deputy (TD), Minister of State at the Department of Social Protection",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf909,Deputy Kevin Humphreys,The speaker supports a social enterprise mechanism that ensures employees receive a good salary to strengthen their role in society.,Support,Labour Party,"Deputy (TD), Minister of State at the Department of Social Protection",Political Party 006,"Political Party 006, Deputy (TD), Minister of State at the Department of Social Protection",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf90a,Deputy Kevin Humphreys,The speaker supports financial assistance for community companies that provide socially inclusive services.,Support,Labour Party,"Deputy (TD), Minister of State at the Department of Social Protection",Political Party 006,"Political Party 006, Deputy (TD), Minister of State at the Department of Social Protection",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf90b,Deputy Kevin Humphreys,The speaker supports community companies through financial assistance to promote social inclusion and revenue generation.,Support,Labour Party,"Deputy (TD), Minister of State at the Department of Social Protection",Political Party 006,"Political Party 006, Deputy (TD), Minister of State at the Department of Social Protection",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf90c,Deputy Kevin Humphreys,The speaker supports financial assistance to community companies that provide socially inclusive services.,Support,Labour Party,"Deputy (TD), Minister of State at the Department of Social Protection",Political Party 006,"Political Party 006, Deputy (TD), Minister of State at the Department of Social Protection",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf90d,Deputy Kevin Humphreys,The speaker supports the continuation and effectiveness of community services programs across the country.,Support,Labour Party,"Deputy (TD), Minister of State at the Department of Social Protection",Political Party 006,"Political Party 006, Deputy (TD), Minister of State at the Department of Social Protection",2025-06-11T21:50:31.061Z
